C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:17:00

spstring~'G' & nbref>=30
------------------------

Number of objects : 3976

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|----|----
1356|NGC 2682 20                        |V* |08 50 49.9468814917 +11 49 12.773279778|14.186|13.78 |12.889|     ~|11.998|G8V                  |  42|   0
1357|Cl* NGC 2682 SAND 1070             |RS*|08 51 19.6900400593 +11 52 10.752440073|14.643|14.52 |13.939|     ~|13.156|G1V                  |  34|   0
1358|NGC 2682 54                        |V* |08 51 03.2565721431 +11 45 47.410549265|13.451|13.268|12.628|     ~|11.955|G0IV                 |  33|   0
1359|NGC 2682 130                       |V* |08 51 20.5734892159 +11 46 16.413587383|13.346|13.34 |12.950|     ~|12.30 |G:                   |  54|   0
1360|NGC 2682 195                       |SB*|08 51 36.0099994276 +11 46 33.605594679|13.539|13.4  |12.682|12.328|11.915|G1V                  |  43|   0
1361|HD 75880                           |PM*|08 53 01.6081534616 +09 11 06.445424101|     ~| 9.36 |     ~| 8.2  |     ~|G0                   |  41|   0
1362|Ross 683                           |PM*|08 50 27.4107694450 +07 37 17.312399611|     ~|12.06 |     ~|11.1  |     ~|G6                   |  66|   1
1363|HD 75767                           |SB*|08 52 16.3905821896 +08 03 46.504270457|     ~| 8.96 |     ~| 6.2  |     ~|G1.5V                |  94|   0
1364|HD 76909                           |PM*|08 59 22.3797466511 +07 24 53.934996501|     ~|     ~|     ~| 7.4  |     ~|G5                   |  47|   0
1365|HD 76494                           |*  |08 56 37.0377460919 +04 14 11.694607123|     ~| 7.128| 6.131|     ~|     ~|G8III                |  32|   0
1366|* zet Hya                          |PM*|08 55 23.6261352 +05 56 44.035380      | 4.92 | 4.10 | 3.10 | 2.39 | 1.90 |G8.5III              | 228|   0
1367|V* DF Hya                          |EB*|08 55 02.2431734260 +06 05 37.587085714|     ~|11.45 |10.80 |     ~|     ~|G0                   |  60|   0
1368|HD 75302                           |PM*|08 49 12.5290101188 +03 29 05.120327518|     ~|     ~|     ~| 7.0  |     ~|G5V                  |  73|   0
1369|HD 75318                           |PM*|08 49 21.2077626584 +03 41 02.393558508|     ~|     ~|     ~| 7.5  |     ~|G8V                  |  48|   0
1370|* 14 Hya                           |a2*|08 49 21.7272139537 -03 26 34.882135774| 4.87 | 5.22 | 5.31 |     ~|     ~|B8IIIpHgMn           | 139|   0
1371|HD 75530                           |PM*|08 50 21.0008590344 -05 32 09.696606205|     ~| 9.93 | 9.19 |     ~|     ~|G8/K0V               |  97|   0
1372|HD 76151                           |PM*|08 54 17.9469808897 -05 26 04.046487788| 6.89 | 6.67 | 6.00 |     ~|     ~|G2V                  | 476|   0
1373|HD 76932                           |PM*|08 58 43.9328634171 -16 07 57.805389219| 6.47 | 6.39 | 5.86 |     ~|     ~|G2VFe-1.8CH-1        | 366|   0
1374|HD 76225                           |** |08 54 00.8616289930 -26 54 56.385901380|     ~| 9.73 | 9.20 |     ~|     ~|F7/G+A(pSr)          |  32|   0
1375|V* TY Pyx                          |RS*|08 59 42.7216317719 -27 48 58.694776546| 7.82 | 7.56 | 6.87 |     ~|     ~|G5V                  | 245|   0
1376|HD 75605                           |V* |08 49 51.4893438907 -32 46 49.877185345|     ~| 6.059| 5.194|     ~|     ~|G8III                |  35|   0
1377|HD 77110                           |PM*|08 59 17.8633552348 -35 18 37.115332341|     ~| 9.43 | 8.85 |     ~|     ~|G1V                  |  38|   0
1378|HD 199918                          |PM*|21 01 13.3674355186 -35 11 03.059016234|     ~| 8.30 | 7.66 |     ~|     ~|G3V                  |  35|   0
1379|HD 210918                          |PM*|22 14 38.65336 -41 22 53.9866          | 7.02 | 6.88 | 6.23 |     ~|     ~|G2V                  | 179|   0
1380|* mu.01 Gru                        |** |22 15 36.9333788184 -41 20 48.355755557|     ~| 5.595| 4.798|     ~|     ~|G8III+G              |  32|   0
1381|HD 210193                          |PM*|22 09 34.6127207654 -41 13 29.617768470|     ~| 8.46 | 7.82 |     ~|     ~|G3V                  |  41|   0
1382|HD 212036                          |PM*|22 22 13.6334403005 -39 49 12.532906375|     ~| 9.15 | 8.47 |     ~|     ~|G5V                  |  36|   0
1383|HD 213657                          |PM*|22 33 47.0565944504 -42 03 13.792590617|     ~|10.08 | 9.66 |     ~|     ~|(G0)w(A)             |  83|   0
1384|HD 216054                          |PM*|22 50 10.5269775878 -41 29 24.382975444|     ~| 8.51 | 7.77 |     ~|     ~|G9V                  |  57|   0
1385|HD 1320                            |PM*|00 17 16.5271210373 -43 51 09.839586322|     ~| 8.63 | 7.98 |     ~|     ~|G2V                  |  67|   0
1386|HD 8535                            |PM*|01 23 37.2360490303 -41 16 11.280029652|     ~| 8.25 | 7.69 |     ~|     ~|G0V                  |  49|   1
1387|HD 11112                           |** |01 48 20.5833791726 -41 29 42.237430963|     ~| 7.78 | 7.13 |     ~|     ~|G3V                  |  79|   0
1388|HD 12387                           |PM*|02 00 32.1253354577 -40 43 52.492511390|     ~| 8.02 | 7.36 |     ~|     ~|G5VFe-0.8CH-0.7      |  90|   0
1389|HD 12724                           |PM*|02 03 46.0007538393 -40 28 08.728085171|     ~| 9.42 | 8.70 |     ~|     ~|G8V                  |  40|   0
1390|HD 18083                           |PM*|02 53 16.6425346344 -34 29 18.959063263|     ~| 8.69 | 8.10 |     ~|     ~|G0/1V                |  31|   0
1391|HD 200538                          |*  |21 05 04.9133541616 -32 49 34.218544090|     ~| 8.30 | 7.75 |     ~|     ~|G0V                  |  50|   0
1392|* gam Mic                          |*  |21 01 17.4604727 -32 15 27.957367      |     ~| 5.529| 4.654|     ~|     ~|G8III                |  78|   0
1393|HD 208487                          |PM*|21 57 19.8475392496 -37 45 49.047988735|     ~| 8.02 | 7.47 |     ~|     ~|G1/3(V)              |  95|   1
1394|* nu. Gru                          |PM*|22 28 39.2103364056 -39 07 54.450501158|     ~| 6.434| 5.473|     ~|     ~|G8III                |  31|   0
1395|HD 224022                          |PM*|23 54 38.6212339113 -40 18 00.222023224|     ~| 6.60 | 6.03 |     ~|     ~|G0V                  |  79|   0
1396|HD 457                             |PM*|00 08 59.6783302518 -39 44 13.775322964|     ~| 8.36 | 7.73 |     ~|     ~|G0V                  |  42|   0
1397|HD 105                             |PM*|00 05 52.5449273706 -41 45 11.046016405|     ~| 8.13 | 7.53 |     ~|     ~|G0V                  | 153|   0
1398|HD 3277                            |SB*|00 35 34.2558330528 -39 44 46.630870201|     ~| 8.18 | 7.44 |     ~|     ~|G8V                  |  37|   1
1399|HD 6434                            |PM*|01 04 40.1503743342 -39 29 17.585568452|     ~| 8.32 | 7.71 |     ~|     ~|G2/3V                | 205|   1
1400|HD 8076                            |PM*|01 19 33.3931585854 -39 21 45.365066899|     ~| 8.28 | 7.65 |     ~|     ~|G1V                  |  36|   0
1401|HD 9578                            |*  |01 33 17.1446332236 -38 14 42.059464592|     ~| 8.788| 8.20 |     ~|     ~|G1V                  |  40|   1
1402|* lam02 For                        |PM*|02 36 58.6079324808 -34 34 40.713450652| 6.67 | 6.45 | 5.79 |     ~|     ~|G1V                  | 178|   1
1403|HD 16714                           |PM*|02 39 47.6213201767 -33 54 00.165535212|     ~| 9.00 | 8.29 |     ~|     ~|G5V                  |  61|   0
1404|* bet For                          |RG*|02 49 05.4192407588 -32 24 21.225509461| 6.14 | 5.45 | 4.46 | 3.70 | 3.16 |G9IIIb               |  69|   0
1405|HD 18001                           |PM*|02 52 41.2093246576 -31 33 43.893363522|     ~| 9.13 | 8.54 |     ~|     ~|G3V                  |  32|   0
1406|HD 201989                          |PM*|21 14 01.8013858685 -29 39 48.683121004|     ~| 8.05 | 7.35 |     ~|     ~|G6V                  |  47|   0
1407|HD 203448                          |PM*|21 23 06.4726278361 -30 48 42.999413504|     ~| 8.40 | 7.83 |     ~|     ~|G1/2V                |  31|   0
1408|HD 213628                          |PM*|22 33 30.6851364922 -35 26 40.367724058|     ~| 8.52 | 7.80 |     ~|     ~|G8V                  |  71|   0
1409|HD 215768                          |PM*|22 48 06.9195176485 -37 45 23.983142573|     ~| 8.08 | 7.49 |     ~|     ~|G0VCH-0.3            |  31|   0
1410|HD 216008                          |PM*|22 49 46.1004499994 -37 51 16.098065081|     ~| 8.85 | 8.21 |     ~|     ~|G2/3V                |  36|   0
1411|* bet Scl                          |PM*|23 32 58.2589788 -37 49 05.757000      | 3.92 | 4.28 | 4.37 | 4.37 | 4.44 |B9.5IIIpHgMnSi       | 165|   0
1412|HD 3460                            |** |00 37 22.5246853011 -37 17 17.084437369|     ~| 7.71 | 7.00 |     ~|     ~|G8V                  |  39|   0
1413|HD 4113                            |PM*|00 43 12.5956705785 -37 58 57.479407429|     ~| 8.61 | 7.88 |     ~|     ~|G5V                  |  69|   1
1414|V* AI Scl                          |dS*|01 12 45.4324384806 -37 51 23.318293684|     ~| 6.216| 5.934|     ~|     ~|A9(IV)(+F/G)         |  67|   0
1415|HD 11582                           |Pe*|01 53 00.2438876655 -34 17 36.393173912|     ~|10.27 | 9.58 |     ~|     ~|G5/6(V)w             |  35|   0
1416|CD-30 1121                         |*  |02 57 00.2889252098 -30 24 37.381196782|     ~|11.038|10.312|     ~|     ~|G0                   |  37|   0
1417|V* BN Cap                          |Ir*|21 20 02.47348 -27 18 16.0562          |     ~| 9.36 | 8.67 |     ~|     ~|G5V                  |  36|   1
1418|HD 205545                          |** |21 36 47.6355169 -30 43 28.855683      |     ~| 9.35 | 8.67 |     ~|     ~|G5V                  |  30|   0
1419|HD 208069                          |PM*|21 54 26.0067077377 -30 15 25.250270135|     ~| 9.93 | 9.25 |     ~|     ~|G(5/8)wF0            |  33|   0
1420|HD 215641                          |PM*|22 47 09.3341977306 -32 40 31.643613714|     ~| 8.34 | 7.58 |     ~|     ~|G8V                  |  35|   0
1421|HD 217344                          |RS*|23 00 28.16320 -33 44 42.2410          |     ~|     ~| 8.481|     ~| 7.647|G4V                  |  54|   0
1422|HD 222434                          |SB*|23 40 41.5097940659 -34 41 46.557869908|     ~| 9.85 | 8.81 |     ~|     ~|G2/3V                |  44|   0
1423|HD 223641                          |PM*|23 51 20.8193211671 -36 02 03.533820660|     ~| 8.58 | 7.85 |     ~|     ~|G6V                  |  33|   0
1424|HD 225297                          |PM*|00 05 02.6337664413 -36 00 54.429819311|     ~| 8.28 | 7.74 |     ~|     ~|G0V                  |  39|   0
1425|HD 3074                            |** |00 33 43.80664 -35 00 07.4745          |     ~| 7.02 | 6.40 |     ~|     ~|F8/G0V               |  58|   0
1426|HD 5426                            |PM*|00 55 41.0498744897 -33 45 11.454171247|     ~|10.32 | 9.65 | 9.43 | 8.76 |G(wp)                |  53|   0
1427|CD-35 360                          |PM*|01 04 06.1285487163 -34 40 28.935563742|     ~|11.01 |10.25 |     ~|     ~|G8                   |  56|   0
1428|* pi. For                          |PM*|02 01 14.7226685359 -30 00 06.585108110|     ~| 6.23 | 5.35 |     ~|     ~|G8III                |  58|   0
1429|HD 14868                           |PM*|02 23 11.1731148518 -29 02 12.061777764|     ~| 9.089| 8.27 | 7.91 | 9.178|G1V                  |  38|   0
1430|HD 14882                           |** |02 23 14.54149 -29 52 09.5215          |     ~| 7.75 | 7.15 | 7.67 |     ~|G0V                  |  44|   0
1431|HD 16297                           |PM*|02 36 07.8334856427 -28 13 06.975251825|     ~| 9.15 | 8.35 |     ~|     ~|G9V                  |  47|   0
1432|HD 202940                          |SB*|21 19 45.6291423305 -26 21 10.361978842|     ~| 7.50 | 6.68 | 7.35 |     ~|G7V                  | 102|   0
1433|HD 205067                          |PM*|21 33 30.9825125743 -27 53 24.948279740|     ~| 8.26 | 7.65 |     ~|     ~|G2/3V                |  36|   0
1434|HD 205153                          |PM*|21 34 09.1863834073 -27 54 04.333056272|     ~| 8.73 | 8.19 |     ~|     ~|G0/1V                |  35|   0
1435|HD 205905                          |PM*|21 39 10.1510425032 -27 18 23.666026265|     ~| 7.36 | 6.74 |     ~|     ~|G1.5IV-V             |  79|   0
1436|HD 208272                          |PM*|21 55 41.9947299706 -29 42 22.106381325|     ~| 9.30 | 8.45 |     ~|     ~|G9.5Vk:              |  41|   0
1437|HD 211366                          |PM*|22 17 08.5131768223 -30 09 13.193135108|     ~| 9.27 | 8.59 |     ~|     ~|G5V                  |  31|   0
1438|HD 212146                          |** |22 22 47.2941532241 -29 37 10.479466169|     ~| 8.94 | 8.19 |     ~|     ~|G8V                  |  34|   0
1439|HD 213467                          |PM*|22 32 07.8972912361 -31 10 24.953402094|     ~| 9.26 | 8.58 |     ~|     ~|G5VwF3               |  54|   0
1440|HD 215601                          |PM*|22 46 48.0940582903 -31 52 19.356551937|     ~| 9.23 | 8.49 |     ~|     ~|G6/8wF3              |  39|   0
1441|* del PsA                          |*  |22 55 56.9002966182 -32 32 22.645655255|     ~| 5.172| 4.208|     ~|     ~|G8III                |  56|   0
1442|HD 219057                          |*  |23 13 09.8158069697 -30 26 59.297041339|     ~|10.222| 9.625|     ~|     ~|G3V                  |  37|   0
1443|HD 222335                          |PM*|23 39 51.3061793878 -32 44 36.265462941| 8.408| 8.002| 7.191| 6.745| 6.34 |G9.5V                | 115|   0
1444|HD 222480                          |PM*|23 41 08.3502358054 -32 04 16.526176355|     ~| 7.75 | 7.12 |     ~|     ~|G1V                  |  44|   0
1445|HD 223691                          |PM*|23 51 48.6803130562 -33 27 08.977696003|     ~| 8.56 | 7.84 |     ~|     ~|G5V                  |  39|   0
1446|HD 2404                            |PM*|00 27 43.5237775072 -32 23 14.890833968|     ~| 9.78 | 9.03 |     ~|     ~|G6V                  |  31|   0
1447|HD 6880                            |PM*|01 08 57.9518832546 -30 55 45.391794210|     ~| 9.89 | 9.11 |     ~|     ~|G8/K0V               |  42|   0
1448|HD 8859                            |PM*|01 26 49.2454734747 -29 28 29.884676435|     ~| 9.12 | 8.41 |     ~|     ~|G5V                  |  46|   0
1449|HD 10002                           |PM*|01 37 08.6274558066 -29 23 35.748673273|     ~| 8.99 | 8.13 |     ~|     ~|G9V                  |  77|   0
1450|CD-31 622                          |PM*|01 32 19.8261382740 -30 40 51.419854376|     ~|11.26 |10.8  |     ~|     ~|sdG/K                |  48|   0
1451|HD 16623                           |PM*|02 39 09.6724297064 -26 19 07.380959980|     ~| 9.37 | 8.83 |     ~|     ~|F7wG3V               |  53|   0
1452|HD 17134                           |SB*|02 44 14.6209028649 -25 29 43.443725257|     ~| 7.600| 6.962|     ~|     ~|G3V                  |  47|   0
1453|HD 201496                          |PM*|21 10 40.6708874227 -23 18 41.516387421|     ~| 8.65 | 8.05 |     ~|     ~|G1V                  |  31|   0
1454|HD 207832                          |PM*|21 52 36.2809985142 -26 01 35.613253912|     ~| 9.48 | 8.79 |     ~|     ~|G5V                  |  61|   1
1455|HD 210320                          |PM*|22 10 08.4454009152 -27 40 26.687291377|     ~| 9.36 | 8.62 |     ~|     ~|G6V                  |  35|   0
1456|HD 214385                          |PM*|22 38 11.0200311801 -27 26 36.369007678|     ~| 8.51 | 7.88 |     ~|     ~|G8VFe-1.2            |  65|   0
1457|HD 224433                          |PM*|23 57 50.1398614154 -30 26 52.588103195|     ~| 9.59 | 8.83 |     ~|     ~|G8V                  |  43|   0
1458|HD 225118                          |PM*|00 03 41.4849596460 -28 23 46.296040911|     ~| 9.01 | 8.25 |     ~|     ~|G8.5V                |  45|   0
1459|HD 225155                          |PM*|00 03 53.3692041109 -28 23 37.611206936|     ~| 8.37 | 7.64 |     ~|     ~|G5IV                 |  32|   0
1460|HD 2098                            |PM*|00 25 01.4005437766 -30 41 51.400260377|     ~| 8.20 | 7.58 |     ~|     ~|G2V                  |  36|   0
1461|HD 5424                            |SB*|00 55 43.9269897905 -27 53 37.267085541|     ~|10.558| 9.517| 9.690|     ~|G8II                 |  44|   1
1462|HD 6268                            |Pe*|01 03 18.1719480473 -27 52 49.953588224|     ~| 9.725| 9.046| 8.601|     ~|F/Gw                 | 134|   0
1463|HD 6269                            |PM*|01 03 17.6940894928 -29 31 33.048848177|     ~| 7.213| 6.283|     ~|     ~|G8IIICNIV            |  34|   0
1464|HD 8638                            |PM*|01 24 49.2070252048 -27 50 20.563229031|     ~| 8.99 | 8.36 |     ~|     ~|G6V(w)               |  96|   0
1465|HD 10166                           |PM*|01 38 57.8485595977 -27 15 07.958516926|     ~|10.335| 9.772| 8.8  | 8.885|G9V                  |  48|   0
1466|HD 11020                           |PM*|01 47 38.3810202941 -26 45 00.084256849|     ~| 9.78 | 8.98 |     ~|     ~|G9V                  |  54|   0
1467|SB 744                             |HS*|01 48 44.0395709285 -26 36 12.812918945|     ~|12.28 |12.31 |     ~|     ~|sdO7He1+F/G          |  37|   0
1468|HD 13979                           |Pe*|02 15 20.8534621275 -25 54 54.874562581|     ~| 9.81 | 9.18 |     ~|     ~|F/Gw                 |  78|   0
