C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:13:31

spstring~'A' & nbref>=50
------------------------

Number of objects : 2484

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |      spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|----------------------|----|----
1958|HD 340279                          |PM*|20 24 45.4127587189 +25 03 07.108270663|     ~|11.23 |     ~|10.7  |     ~|A5                    |  93|   0
1959|HD 340611                          |WD*|20 34 21.8849808924 +25 03 49.749569866|10.687|11.471|11.546|11.648|11.728|DA2.4                 | 284|   0
1960|* alf CrB                          |Al*|15 34 41.26800 +26 42 52.8940          | 2.19 | 2.22 | 2.24 | 2.21 | 2.25 |A1IV                  | 456|   0
1961|* iot CrB                          |SB*|16 01 26.5649794279 +29 51 03.813505647|     ~| 4.921| 4.971|     ~|     ~|A0IIIspHgMnEu         | 254|   0
1962|V* RV CrB                          |RR*|16 19 25.8517783357 +29 42 47.638463627|     ~|11.61 |11.53 |     ~|     ~|A1                    |  79|   0
1963|* eps Her                          |SB*|17 00 17.3737789 +30 55 35.056489      | 3.80 | 3.91 | 3.92 | 3.93 | 3.97 |A0V                   | 159|   0
1964|V* TU Her                          |Al*|17 13 35.3658793730 +30 42 36.042910325|     ~|11.24 |10.792|10.877|     ~|A5                    |  64|   0
1965|Wolf 665                           |WD*|17 15 34.8628491650 +33 13 03.893935756|     ~|14.43 |     ~|14.7  |     ~|DA2.2                 |  60|   0
1966|SN 2006gz                          |SN*|18 10 26.33 +30 59 44.4                |     ~|16.6  |     ~|     ~|     ~|SNIa                  | 128|   1
1967|HD 166988                          |** |18 11 45.1230099912 +33 26 49.402829152| 6.050| 6.010| 5.970|     ~|     ~|A3V                   |  64|   0
1968|V* RZ Lyr                          |RR*|18 43 37.8850489266 +32 47 53.952220477|     ~|11.78 |11.57 |     ~|     ~|A2                    | 107|   0
1969|* nu. Lyr                          |*  |18 49 52.9175323922 +32 33 03.815606116|     ~| 5.316| 5.226|     ~|     ~|A3V                   |  61|   0
1970|HD 174567                          |*  |18 49 44.0882974689 +31 37 46.070981693|     ~| 6.615| 6.632|     ~|     ~|A0Vs                  |  52|   0
1971|* lam Lyr                          |V* |19 00 00.8253423216 +32 08 43.841834157|     ~| 6.401| 4.930|     ~|     ~|K2.5III:Ba0.5         | 108|   0
1972|* 9 Cyg                            |SB*|19 34 50.9284855505 +29 27 46.697578699|     ~| 5.96 | 5.407|     ~|     ~|G8III+A2III:          |  89|   0
1973|HD 187399                          |SB*|19 48 41.8756793202 +29 24 08.403071025| 6.92 | 7.38 | 7.12 | 6.82 | 6.66 |B7Ia?e                |  99|   0
1974|V* SU Cyg                          |cC*|19 44 48.7364497912 +29 15 52.894148064| 7.10 | 6.88 | 6.44 | 6.06 | 5.84 |F2Iab:+B8.0V          | 282|   0
1975|* 15 Vul                           |a2*|20 01 06.0484585 +27 45 12.863884      |     ~| 4.829| 4.651|     ~|     ~|A4III                 | 224|   0
1976|* 21 Vul                           |dS*|20 14 14.5296180620 +28 41 41.335467713|     ~| 5.365| 5.189|     ~|     ~|A7IVn                 |  88|   0
1977|* 18 Vul                           |SB*|20 10 33.5370677802 +26 54 15.003257727|     ~| 5.586| 5.507|     ~|     ~|A3III                 |  77|   0
1978|* 19 Vul                           |*  |20 11 47.9737962703 +26 48 32.373575365|     ~| 6.879| 5.487|     ~|     ~|K2IIIaCa0.5           |  56|   0
1979|V* MW Vul                          |a2*|20 16 27.1968444581 +27 46 33.854994340|     ~| 6.585| 6.645|     ~|     ~|A0p                   | 113|   0
1980|V* BE Vul                          |Al*|20 25 33.6370490858 +27 22 09.098319958|     ~| 9.92 | 9.79 |     ~|     ~|A0                    |  55|   0
1981|HD 195693                          |SB*|20 31 58.2135794 +25 48 17.919569      |     ~| 6.628| 6.362|     ~| 6.08 |Am                    |  55|   1
1982|V* RW CrB                          |Al*|15 39 15.2334460158 +29 37 19.615261861|     ~|10.67 |10.22 |     ~|     ~|A8Vv                  | 111|   0
1983|EGGR 120                           |WD*|16 39 27.8216532682 +33 25 22.241769713|     ~|14.83 |     ~|14.6  |     ~|DA4.9                 |  60|   0
1984|PG 1657+344                        |WD*|16 58 51.1126140106 +34 18 53.321180387|     ~|16.12 |     ~|     ~|     ~|DA.9                  |  52|   0
1985|* d Her                            |*  |17 01 36.3616066583 +33 34 05.772591224|     ~| 5.288| 5.267|     ~|     ~|A3IV                  | 101|   0
1986|V* VZ Her                          |RR*|17 13 04.0032143250 +35 58 43.027089446|     ~|12.27 |11.89 |11.79 |     ~|kA0.5hA9.5/kF1hF7     | 106|   0
1987|HD 158261                          |SB*|17 26 46.1454460400 +34 41 44.885749804| 5.87 | 5.93 | 5.94 |     ~|     ~|A0V                   |  53|   0
1988|* kap Lyr                          |V* |18 19 51.7090844 +36 03 52.369076      | 6.70 | 5.51 | 4.34 | 3.48 | 2.93 |K2-IIIabCN0.5         | 132|   0
1989|M 57                               |PN |18 53 35.0969571234 +33 01 44.883146221|     ~|15.405|15.769|15.901|16.062|DA(O?)                | 793|   2
1990|EGGR 127                           |WD*|18 57 30.1771893705 +33 57 25.775068391|     ~|14.81 |     ~|14.8  |     ~|DA4.1                 |  71|   0
1991|HD 331102                          |Al*|19 42 29.4563509084 +31 19 40.137982451|     ~|10.38 |10.44 |     ~|     ~|A2                    |  69|   0
1992|V* V1027 Cyg                       |pA*|20 02 27.3758132540 +30 04 25.489921365|     ~|10.85 | 8.65 |     ~|     ~|G7Ia                  |  57|   0
1993|V* V477 Cyg                        |Al*|20 05 27.6887654805 +31 58 18.105098863|     ~| 8.68 | 8.53 |     ~|     ~|A1V                   | 201|   1
1994|HD 190603                          |s*b|20 04 36.1744053423 +32 13 06.952102252| 5.73 | 6.19 | 5.65 | 5.13 | 4.71 |B1.5Ia                | 324|   0
1995|V* KR Cyg                          |bL*|20 09 05.5961020272 +30 33 01.374018589|     ~| 9.50 | 9.34 |     ~|     ~|A0                    |  80|   0
1996|V* T Vul                           |cC*|20 51 28.2382502598 +28 15 01.816605372| 6.89 | 6.49 | 5.77 |     ~| 5.061|F5Ib+A0.8V            | 318|   0
1997|* chi Boo                          |PM*|15 14 29.1589654770 +29 09 51.462989394|     ~| 5.326| 5.272|     ~|     ~|A2V                   |  81|   0
1998|* rho CrB                          |PM*|16 01 02.6608052290 +33 18 12.642245533|     ~| 6.01 |     ~| 5.0  |     ~|G0+VaFe-1             | 582|   1
1999|PG 1636+351                        |WD*|16 38 26.3185101380 +35 00 11.891030711|13.585|14.65 |14.902|15.013|15.157|DA1.4                 |  76|   0
2000|* c Her                            |** |17 08 02.0650759598 +35 56 06.676640046|     ~| 5.70 | 5.39 |     ~|     ~|kA5hF0VmF2            | 141|   0
2001|* e Her                            |PM*|17 17 40.2534373332 +37 17 29.421400051| 4.67 | 4.70 | 4.65 | 4.56 | 4.56 |A2V                   |  90|   0
2002|* rho Her B                        |*  |17 23 40.7175416777 +37 08 48.428546087|     ~| 5.395| 5.398|     ~|     ~|A0Vn                  |  56|   0
2003|GD 362                             |WD*|17 31 34.3169169136 +37 05 20.709668210|     ~|16.3  |     ~|16.4  |     ~|DAZB                  | 148|   0
2004|* tet Her                          |V* |17 56 15.1805442 +37 15 01.934351      | 6.70 | 5.23 | 3.88 | 2.98 | 2.38 |K1IIaCN2              | 206|   0
2005|* zet01 Lyr                        |SB*|18 44 46.3573535 +37 36 18.417053      | 4.71 | 4.55 | 4.36 | 4.21 | 4.13 |kA5hF0VmF3            | 185|   0
2006|* alf Lyr                          |dS*|18 36 56.33635 +38 47 01.2802          | 0.03 | 0.03 | 0.03 | 0.07 | 0.10 |A0Va                  |2518|   0
2007|HD 181470                          |SB*|19 19 01.1490839163 +37 26 43.245158883| 6.190| 6.260| 6.260|     ~|     ~|A0III                 |  73|   0
2008|HD 226868                          |HXB|19 58 21.6758193269 +35 12 05.782512305| 9.38 | 9.72 | 8.91 | 8.42 |     ~|O9.7Iabpvar           |3946|   0
2009|V* CD Cyg                          |cC*|20 04 26.5612846895 +34 06 44.187255455|     ~| 9.35 | 8.35 |     ~|     ~|F8-G5Iab-Ib           | 185|   0
2010|V* V388 Cyg                        |bL*|20 29 12.8832471602 +31 23 11.997674906|     ~| 9.82 | 9.59 |     ~|     ~|A0                    |  54|   0
2011|* 52 Cyg                           |*  |20 45 39.7530399 +30 43 10.975578      | 6.16 | 5.29 | 4.23 | 3.46 | 2.93 |K0IIIa                | 114|   0
2012|HD 136403                          |SB*|15 19 30.0479983455 +32 30 53.643327683|     ~| 6.544| 6.311|     ~|     ~|A2m                   |  71|   0
2013|* kap CrB                          |PM*|15 51 13.9314685012 +35 39 26.564729663| 6.69 | 5.82 | 4.82 | 4.06 | 3.57 |K1IVa                 | 233|   1
2014|HD 144208                          |SB*|16 03 19.3641390351 +36 37 54.414338198|     ~| 6.377| 5.804|     ~|     ~|G6IIIa+A2.5IV         |  61|   0
2015|Ross 808                           |WD*|16 01 23.1868249633 +36 48 34.290277580|     ~|14.53 |     ~|14.7  |     ~|DA4.4                 |  99|   0
2016|SN 1999cc                          |SN*|16 02 42.03 +37 21 34.4                |     ~|16.78 |     ~|     ~|     ~|SNIa                  |  63|   1
2017|* 25 Her                           |** |16 25 24.1681736016 +37 23 38.579755312| 5.790| 5.710| 5.540|     ~|     ~|A5V                   |  92|   0
2018|SN 1994Q                           |SN*|16 49 51.13 +40 25 55.8                |     ~|16.35 |16.31 |     ~|     ~|SNIa                  |  53|   1
2019|V* V857 Her                        |EB*|16 46 53.5602458812 +38 38 58.244324852|     ~|11.04 |10.87 |     ~|     ~|A6                    |  63|   0
2020|HD 162208                          |PM*|17 47 58.5520886888 +39 58 50.977034031|     ~| 7.79 | 7.60 |     ~|     ~|A0                    |  70|   0
2021|GD 378                             |WD*|18 23 37.0115357579 +41 04 02.105626146|13.246|14.208|14.288|14.324|14.379|DBAZ4                 |  60|   0
2022|* eps01 Lyr A                      |PM*|18 44 20.3500662690 +39 40 12.262845991|     ~| 5.111| 4.991|     ~|     ~|A3V                   |  62|   0
2023|* eps01 Lyr                        |** |18 44 20.34589 +39 40 12.4533          |     ~| 4.82 | 4.66 |     ~|     ~|A3V+F0V               |  65|   0
2024|* eps02 Lyr A                      |** |18 44 22.7793399199 +39 36 45.758096219|     ~| 5.40 | 5.23 |     ~|     ~|A6Vn                  |  67|   0
2025|HD 181469                          |Al*|19 18 58.21759 +39 16 01.7913          |     ~| 8.336| 8.021| 8.65 |     ~|F1Vwkmet(A9)          |  51|   0
2026|V* UZ Lyr                          |Al*|19 21 08.9075479109 +37 56 11.464796509|     ~|10.41 |10.40 |     ~|10.154|A0IVn                 |  85|   0
2027|HD 192538                          |*  |20 14 04.8826650851 +36 36 17.564843070|     ~| 6.448| 6.464|     ~|     ~|A0V                   |  61|   0
2028|* b03 Cyg                          |dS*|20 14 32.0319919055 +36 48 22.684605093| 5.10 | 5.11 | 4.99 | 4.79 | 4.72 |A2V                   | 241|   0
2029|BD+35 3955                         |s*b|20 05 58.7111537522 +35 47 49.881635852| 6.99 | 7.63 | 7.38 |     ~|     ~|B0.7Iab               | 105|   0
2030|* b01 Cyg                          |RS*|20 06 21.7674289928 +35 58 20.887464451|     ~| 6.21 |     ~| 4.8  |     ~|G8.5IVa               | 159|   0
2031|V* VW Cyg                          |Al*|20 15 12.2846922130 +34 30 48.319560295|     ~|10.58 |10.27 |     ~|     ~|A3                    |  74|   0
2032|HD 228779                          |s*b|20 17 54.1882106632 +34 49 02.031052011|10.45 |10.23 | 8.92 |     ~|     ~|O9Iab                 |  51|   0
2033|V* MY Cyg                          |Al*|20 20 03.3891496164 +33 56 35.010223215|     ~| 8.71 | 8.34 |     ~|     ~|A2.5m                 | 130|   0
2034|HD 196673                          |** |20 37 44.3242645 +33 21 59.371434      |     ~|     ~|     ~|     ~|     ~|K0pBa+G5III           |  54|   0
2035|V* UU Boo                          |RR*|15 17 05.2604081947 +35 06 56.520825778|     ~|12.47 |12.28 |     ~|     ~|kA9.5hF6              |  68|   0
2036|V* TX Her                          |Al*|17 18 36.4458928433 +41 53 17.102359797|     ~| 8.38 | 8.12 |     ~|     ~|kA5mA8/F0             | 170|   0
2037|V* RR Lyr                          |RR*|19 25 27.9123232234 +42 47 03.690634101|     ~| 7.36 |     ~| 7.6  |     ~|A8-F7                 | 883|   0
2038|HD 186307                          |dS*|19 41 57.6162862 +40 15 14.925895      |     ~| 6.4  | 6.23 |     ~|     ~|A6V                   |  72|   1
2039|HD 192639                          |s*b|20 14 30.4275040181 +37 21 13.815126140| 6.83 | 7.46 | 7.11 |     ~|     ~|O7.5Iabf              | 268|   0
2040|HR 7752                            |** |20 16 03.4289102533 +38 53 52.822236078|     ~| 6.277| 6.275|     ~|     ~|A1V                   |  51|   0
2041|HD 194280                          |s*b|20 23 26.3119636816 +38 56 21.027476636| 8.94 | 9.08 | 8.42 |     ~|     ~|OC9.7Iab              |  69|   0
2042|HD 229238                          |s*b|20 24 04.6600661068 +38 32 17.267980859| 9.72 | 9.70 | 8.942|     ~|     ~|B0.5Ia                |  58|   0
2043|V* KY Cyg                          |s*r|20 25 58.0435813037 +38 21 07.675238156|     ~|13.62 |13.50 |     ~|     ~|M3Ia                  |  91|   0
2044|V* BI Cyg                          |s*r|20 21 21.8871531507 +36 55 55.725144903|     ~|11.48 | 8.40 |     ~|     ~|M4Iab                 |  97|   0
2045|V* BC Cyg                          |s*r|20 21 38.5480930133 +37 31 58.917783927|     ~|14.61 |11.30 |     ~|     ~|M3.5Ia                | 152|   0
2046|* P Cyg                            |s*b|20 17 47.2020844 +38 01 58.552724      | 4.66 | 5.24 | 4.82 | 4.28 | 4.02 |B1-2Ia-0ep            |1134|   1
2047|* 36 Cyg                           |*  |20 18 28.6550999985 +36 59 59.290237546| 5.64 | 5.64 | 5.58 |     ~| 5.51 |A2V                   |  66|   0
2048|HD 229059                          |s*b|20 21 15.3643765026 +37 24 31.103826768|10.66 |10.23 | 8.70 |     ~|     ~|B2Iabe                |  89|   0
2049|* 40 Cyg                           |PM*|20 27 34.2586168914 +38 26 25.259428438| 5.74 | 5.68 | 5.62 |     ~|     ~|A3V                   |  89|   0
2050|* 42 Cyg                           |pA*|20 29 20.3899981108 +36 27 17.011345364|     ~| 6.291| 5.899|     ~|     ~|A2Iab-Ib              |  78|   0
2051|V* GO Cyg                          |bL*|20 37 20.1282846896 +35 26 10.290541847|     ~| 8.64 | 8.62 |     ~|     ~|A0V                   | 108|   0
2052|LS II +34 26                       |PN |20 48 16.6322434531 +34 27 24.342089070|10.48 |11.11 |10.9  |     ~|     ~|B1.5Ia/Iabe           |  66|   0
2053|HD 75222                           |s*b|08 47 25.1379208787 -36 45 02.670863732| 7.24 | 7.80 | 7.42 | 8.22 |     ~|O9.7Iab               |  83|   0
2054|HD 72106                           |** |08 29 34.89852 -38 36 21.1321          |     ~|     ~|     ~| 9.32 |     ~|A0IV                  |  61|   0
2055|CD-44 3318                         |Ae*|07 19 28.2886716751 -44 35 11.235575735|     ~|10.47 | 9.99 |     ~|     ~|A1e/F2IIIe            | 114|   0
2056|V* HZ Vel                          |dS*|08 49 52.3521085534 -39 08 29.770890153|     ~| 6.602| 6.368|     ~|     ~|A2/3II/III            |  64|   0
2057|V* NY Vel                          |a2*|08 40 19.1806001955 -40 15 49.982404044|     ~| 5.19 | 5.20 |     ~|     ~|Ap(SiCr)              |  64|   1
2058|* e Vel                            |*  |08 37 38.6327804 -42 59 20.689445      | 4.39 | 4.24 | 4.14 | 3.98 | 3.85 |A7Ia                  |  71|   0
2059|V* V431 Pup                        |EB*|08 17 17.6192537580 -42 31 17.511808039| 6.89 | 7.48 | 7.17 | 7.95 |     ~|B1/2Iab/b             |  60|   0
2060|V* AI Vel                          |dS*|08 14 05.1458681791 -44 34 32.852065552|     ~| 6.98 | 6.70 |     ~|     ~|A9IV/V                | 178|   0
2061|V* HH Pup                          |RR*|07 20 35.5567687614 -46 42 30.092561258|     ~|11.52 |11.31 |11.49 |     ~|A3II/III              |  65|   0
2062|V* PR Pup                          |a2*|07 14 46.0188041561 -46 50 58.808981400|     ~| 5.602| 5.715|     ~|     ~|ApSi                  |  54|   0
2063|HD 44594                           |** |06 20 06.13530 -48 44 27.9344          | 7.46 | 7.26 | 6.60 |     ~|     ~|G2Va                  | 151|   0
2064|SN 2001el                          |SN*|03 44 30.60 -44 38 23.4                |     ~|12.81 |     ~|     ~|     ~|SNIa                  | 240|   1
2065|SN 1992bc                          |SN*|03 05 16.05 -39 33 34.6                |     ~|15.15 |15.17 |     ~|     ~|SNIa                  | 122|   1
2066|V* GP Vel                          |HXB|09 02 06.8610736194 -40 33 16.896402010| 6.85 | 7.37 | 6.87 | 6.31 | 6.05 |B0.5Ia                |1376|   0
2067|HD 75860                           |s*b|08 50 53.24063 -43 45 05.4358          | 8.05 | 8.30 | 7.58 | 6.83 | 6.23 |B1.5Iabp              |  81|   0
2068|HD 74371                           |s*b|08 41 56.9095084143 -45 24 38.559171310| 4.94 | 5.378| 5.227| 6.75 |     ~|B6Iab/b               |  84|   0
2069|* N Car                            |*  |06 34 58.5799290 -52 58 32.191880      | 4.22 | 4.37 | 4.40 |     ~|     ~|A0II                  |  50|   0
2070|* alf Car                          |*  |06 23 57.10988 -52 41 44.3810          |-0.49 |-0.59 |-0.74 |-0.96 |-1.13 |A9II                  | 418|   0
