C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.16CEST00:02:29

spstring~'M' & nbref>=30
------------------------

Number of objects : 3588

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |      spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|----------------------|----|----
906 |2MASS J05075496+2500156            |TT*|05 07 54.9656053105 +25 00 15.599361879|     ~|     ~|     ~|     ~|     ~|M3.7                  |  38|   0
907 |2MASS J05062332+2432199            |TT*|05 06 23.3325973176 +24 32 19.923493583|     ~|     ~|     ~|     ~|     ~|M3/5e                 |  37|   0
908 |CCDM J05055+1948AB                 |** |05 05 32.10213 +19 48 24.2217          |     ~| 6.68 | 6.44 |     ~|     ~|A5m                   |  67|   1
909 |G 85-52                            |PM*|05 12 42.2265962548 +19 39 56.356342775|13.493|12.308|10.746| 9.728| 8.529|M0V                   |  70|   0
910 |LP 417-42                          |LM*|05 10 39.0759338392 +19 24 07.024417239|     ~|19.9  |     ~|17.4  |     ~|esdM6                 |  35|   0
911 |Wolf 230                           |** |05 07 49.3002870455 +17 58 57.659583721|     ~|13.4  |     ~|11.333|     ~|M2V                   |  32|   0
912 |Ross 388                           |Er*|05 09 09.9630065284 +15 27 32.918234647|     ~|13.98 |     ~|12.120|     ~|M3.5V                 |  41|   0
913 |* h Ori                            |SB*|05 09 19.6456259298 +09 49 46.496469787| 5.83 | 5.67 | 5.43 | 5.25 | 5.13 |A2m                   | 234|   0
914 |* i Ori                            |** |05 07 52.8935888573 +08 29 54.421123532|     ~|     ~|     ~| 6.59 |     ~|Am                    | 148|   0
915 |V* V Ori                           |Mi*|05 06 03.4376770863 +04 06 08.766571815|     ~|12.05 | 8.90 |     ~|     ~|M4-5e                 |  31|   0
916 |HD 33636b                          |*  |05 11 46.4490 +04 24 12.742            |     ~|     ~|     ~|     ~|     ~|M6V                   |  40|   1
917 |* 68 Eri                           |PM*|05 08 43.6984486634 -04 27 22.340521388|     ~| 5.546| 5.119|     ~|     ~|F5.5VkF4mF2           | 203|   0
918 |V* RX Lep                          |AB*|05 11 22.8715425 -11 50 56.722211      | 8.37 | 7.14 | 5.68 |     ~|     ~|M6III                 |  93|   0
919 |* mu. Lep                          |a2*|05 12 55.9051909878 -16 12 19.653781382| 2.78 | 3.18 | 3.29 | 3.30 | 3.42 |B9IV:HgMn             | 262|   1
920 |L 737-9                            |** |05 08 35.0444278689 -18 10 19.386131314|12.893|11.809|10.302| 9.161| 7.661|M3.5V                 |  80|   0
921 |V* T Lep                           |Mi*|05 04 50.8454453444 -21 54 16.512268623|     ~|10.99 | 7.40 |     ~|     ~|M6ev                  | 135|   0
922 |BD-21 1074A                        |Er*|05 06 49.9162687060 -21 35 09.125985928|     ~|11.86 |10.41 | 9.40 | 9.07 |M2                    |  67|   0
923 |NAME BD-21 1074BC                  |** |05 06 49.4780711 -21 35 03.735000      |     ~|13.163|11.500| 9.92 | 8.45 |M3?                   |  36|   0
924 |V* PU Aur                          |LP?|05 18 15.6982598095 +42 47 31.613264362|     ~| 7.14 | 5.65 |     ~|     ~|M4III                 |  41|   0
925 |V* V1057 Ori                       |LP*|05 18 04.0820558635 +13 25 03.864500634|11.050| 9.440| 7.680|     ~|     ~|M2II-III              |  33|   1
926 |V* V1649 Ori                       |dS*|05 23 31.0657241182 +05 19 23.115622158|     ~| 6.455| 6.334|     ~|     ~|hA3VamA1_lB           |  40|   0
927 |V* V1309 Ori                       |AM*|05 15 41.4123841919 +01 04 40.479107028|     ~|     ~|     ~|     ~|     ~|M0.5                  |  99|   0
928 |GJ 3340                            |PM*|05 15 08.0436196580 -07 20 48.507957686|14.233|13.073|11.542|10.57 | 9.507|M1.0V                 |  34|   0
929 |V* EX Ori                          |LP*|05 24 28.8519295560 -06 08 49.809109129|     ~|11.19 | 9.98 |     ~|     ~|M7III:                |  33|   1
930 |LP 717-36                          |** |05 25 41.666208 -09 09 12.47904        |     ~|14.17 |12.57 |12.26 |     ~|M3.5V                 |  35|   0
931 |CD-31 2312                         |PM*|05 15 46.7163066861 -31 17 45.316067995|     ~|13.58 |12.080|11.679| 9.82 |M2                    |  30|   0
932 |HD 35416                           |PM*|05 23 12.3161308454 -31 44 55.554971086|     ~| 7.92 | 7.54 |     ~| 7.08 |F3V_m-1.5             |  35|   0
933 |V* T Col                           |Mi*|05 19 17.3325868457 -33 42 29.089792457|     ~| 9.63 | 6.60 |     ~|     ~|M4-5e                 |  93|   0
934 |V* SW Col                          |LP?|05 23 24.0248318899 -39 40 42.304241536|     ~| 7.40 | 5.77 |     ~|     ~|M2III                 |  31|   0
935 |V* W Aur                           |Mi*|05 26 54.5698005017 +36 54 11.151783507|     ~|17.48 |13.25 |12.36 |     ~|M5.5e                 |  47|   1
936 |HD 36484                           |PM*|05 33 27.4035527615 +32 48 04.261745710|     ~| 6.578| 6.474|     ~|     ~|A2m                   |  35|   0
937 |Ross 406                           |PM*|05 29 52.6718610450 +32 04 51.193180749|     ~|13.73 |12.229|11.826| 9.92 |M2.5Ve                |  35|   0
938 |V* V362 Aur                        |LP*|05 27 10.2178548171 +29 55 15.796759307|     ~| 9.58 | 7.32 |     ~|     ~|M1.5Ib                |  76|   0
939 |* 117 Tau                          |V* |05 28 01.6099805708 +17 14 20.872959030|     ~| 7.375| 5.758|     ~|     ~|M1III                 |  33|   0
940 |* 119 Tau                          |s*r|05 32 12.7525072 +18 35 39.243589      | 8.63 | 6.41 | 4.33 | 2.55 | 1.13 |M2Iab-Ib              | 260|   0
941 |LP 417-213                         |PM*|05 29 27.0171570353 +15 34 38.242706198|     ~|     ~|     ~|10.135|     ~|M0.5Ve                |  32|   0
942 |G 102-4                            |Er*|05 28 56.513448 +12 31 53.50512        |     ~|15.57 |     ~|13.524|     ~|M4.0V                 |  32|   0
943 |Ross 46                            |PM*|05 34 52.1154427007 +13 52 46.712210201|     ~|13.46 |     ~|11.465|     ~|M3V                   |  45|   0
944 |Ross 42                            |Er*|05 32 14.6562729108 +09 49 14.930460435|14.226|13.158|11.529|10.37 | 8.868|M4Ve                  | 121|   1
945 |G 99-10                            |SB*|05 28 14.597232 +02 58 14.24100        |     ~|14.43 |12.86 |12.44 |     ~|M3.5Ve                |  36|   0
946 |V* V371 Ori                        |Er*|05 33 44.7997014804 +01 56 43.457533093|13.956|12.51 |11.499|10.382| 9.072|M3.0V                 | 136|   0
947 |HD 36726                           |*  |05 33 51.7276599728 -00 04 36.342169054|     ~| 8.94 | 8.85 |     ~|     ~|hA5VkA0mA0_lB         |  37|   1
948 |HD 36955                           |** |05 35 04.5446608689 -01 24 06.580052960|     ~| 9.66 | 9.58 |     ~|     ~|kA1mA3V               |  31|   0
949 |V* V408 Ori                        |Or*|05 35 05.7674676258 -05 33 55.839969199|18.234|18.283|17.404|15.94 |13.849|M3e                   |  45|   0
950 |V* V1118 Ori                       |Or*|05 34 44.9889538895 -05 33 41.344187987|15.053|15.378|14.430|15.22 |12.701|M1e                   | 122|   0
951 |V* V982 Ori                        |Or*|05 35 06.4601994509 -05 33 34.990621907|17.457|16.755|15.853|14.39 |12.716|M2                    |  48|   0
952 |V* V947 Ori                        |Or*|05 35 49.4961382720 -05 35 26.374280612|17.227|15.783|14.782|     ~|12.655|M0-M0.5               |  33|   0
953 |V* V1533 Ori                       |Or*|05 35 25.2412385502 -05 33 21.118008069|     ~|20.195|19.060|     ~|14.670|M4                    |  32|   0
954 |V* V2539 Ori                       |Or*|05 35 34.6973992143 -05 34 38.188690388|19.342|17.898|16.793|     ~|13.968|M3                    |  33|   0
955 |V* V1515 Ori                       |Or*|05 35 19.9461841192 -05 33 53.550818051|19.216|17.602|16.458|15.16 |13.455|M3.5                  |  40|   0
956 |V* V1488 Ori                       |Or*|05 35 11.1279646088 -05 34 59.663359212|     ~|18.681|17.475|     ~|13.658|M4.5                  |  31|   0
957 |V* V1976 Ori                       |Or*|05 34 31.8326003377 -05 35 20.007081659|18.705|17.151|16.048|     ~|13.636|M1                    |  30|   0
958 |V* V568 Ori                        |Or*|05 35 36.4420351164 -05 34 11.180531001|17.215|16.709|15.691|     ~|13.037|M1                    |  41|   0
959 |V* V1427 Ori                       |Or*|05 34 18.0060192694 -05 33 33.366553162|17.826|16.286|15.214|     ~|12.819|M1                    |  32|   0
960 |Wolf 1450                          |PM*|05 29 52.0221387128 -03 26 30.068547739|     ~|13.55 |12.051|11.675| 9.6  |M3                    |  45|   0
961 |HD 36395                           |PM*|05 31 27.3958475290 -03 40 38.021551815|10.626| 9.443| 7.968| 6.996| 5.913|M1.5Ve                | 429|   0
962 |V* V1311 Ori                       |BY*|05 32 04.4987794799 -03 05 29.543668761|     ~|13.37 |11.437|11.019| 9.153|M1.5V                 |  54|   0
963 |HD 36671                           |*  |05 33 14.0265066205 -04 38 07.229786023|     ~| 9.03 | 8.70 |     ~|     ~|A1mA8-F0              |  38|   0
964 |V* V772 Ori                        |Or*|05 34 48.8269382939 -05 23 17.900200148|19.244|17.469|16.188|     ~|13.032|M1                    |  41|   0
965 |V* V475 Ori                        |Or*|05 34 50.5049083164 -05 23 35.308203352|16.989|16.950|16.158|     ~|13.789|M1e                   |  37|   0
966 |V* V427 Ori                        |Or*|05 35 47.4789614278 -05 22 49.515912821|18.325|16.730|15.606|     ~|12.991|M2.5                  |  46|   0
967 |V* V419 Ori                        |Or*|05 35 28.1422985224 -05 10 13.849253883|     ~|     ~|15.46 |     ~|12.95 |M2e                   |  50|   0
968 |V* V417 Ori                        |Or*|05 35 25.6788283081 -05 30 21.115986286|17.122|15.673|14.680|     ~|12.527|M0.5                  |  45|   0
969 |V* V406 Ori                        |Or*|05 35 04.6722255264 -05 29 36.158958222|19.835|18.507|17.398|15.33 |14.330|M3.5                  |  30|   1
970 |V* V1481 Ori                       |Or*|05 35 03.9207633283 -05 29 03.390896036|17.631|16.264|15.153|13.96 |12.519|M2.7                  |  52|   0
971 |V* V404 Ori                        |Or*|05 35 03.0915736856 -05 22 37.829486880|     ~|     ~|19.290|     ~|14.073|M6                    |  30|   0
972 |V* OW Ori                          |Or*|05 35 54.3292905168 -05 26 44.524694561|17.325|16.876|16.017|     ~|13.353|M0.5e                 |  54|   0
973 |V* MY Ori                          |Or*|05 35 20.2977016032 -05 30 39.564687252|18.483|17.308|16.185|14.48 |13.270|M5e                   |  44|   0
974 |V* MN Ori                          |Or*|05 35 15.7990742061 -05 33 12.387489552|17.432|16.240|15.216|14.08 |12.939|M0                    |  43|   0
975 |V* LW Ori                          |Or*|05 35 12.2105697192 -05 30 32.956883948|17.761|17.163|16.084|15.14 |13.361|M0.5                  |  45|   0
976 |V* LU Ori                          |Or*|05 35 11.4963856167 -05 26 02.387177088|16.158|14.823|13.781|     ~|11.454|M1                    |  45|   0
977 |V* LN Ori                          |Or*|05 35 08.0220608014 -05 32 44.348894255|16.500|16.211|15.333|14.26 |13.239|M0                    |  44|   0
978 |V* KQ Ori                          |Or*|05 34 57.772536 -05 23 52.44432        |     ~|15.13 |13.49 |13.05 |     ~|K7+M0                 |  43|   0
979 |V* V497 Ori                        |Or*|05 35 28.9339373357 -05 16 18.368960424|16.835|16.616|15.593|     ~|12.820|M0.25                 |  31|   0
980 |V* V484 Ori                        |Or*|05 35 09.5969315792 -05 28 22.941258876|18.216|17.843|16.837|15.63 |13.728|M1e                   |  36|   0
981 |V* V2228 Ori                       |Or*|05 35 12.8165402678 -05 20 43.581977465|16.895|16.413|15.458|     ~|12.848|M1e                   |  46|   1
982 |Parenago 1820                      |Y*O|05 35 13.5186502134 -05 22 19.550872932|     ~|13.1  |16.160|     ~|13.254|M1.2                  |  42|   0
983 |Parenago 1821                      |Y*O|05 35 13.7427694483 -05 22 21.970532072|17.886|17.435|16.559|     ~|13.422|M2e                   |  39|   0
984 |COUP 600                           |*iN|05 35 14.07 -05 22 36.6                |     ~|     ~|15.906|     ~|12.799|M3                    |  49|   0
985 |COUP 742                           |*iN|05 35 15.8380240259 -05 22 45.853745273|     ~|     ~|16.466|     ~|13.432|M3e                   |  34|   0
986 |V* V2279 Ori                       |Or*|05 35 15.9483540546 -05 23 49.949661400|14.794|13.648|12.730|     ~|10.537|M0.5+M2               |  89|   0
987 |V* V1576 Ori                       |Or*|05 35 39.0761800108 -05 08 56.381104576|     ~|14.87 |13.50 |     ~|11.95 |M3                    |  37|   0
988 |V* V1435 Ori                       |Or*|05 34 31.1437836907 -05 21 55.854518793|     ~|18.486|17.088|     ~|13.937|M1                    |  31|   0
989 |V* V1438 Ori                       |Or*|05 34 38.0967185950 -05 27 40.515567915|19.300|17.966|16.857|     ~|14.011|M3                    |  30|   0
990 |V* V1997 Ori                       |Or*|05 34 38.2165461960 -05 24 23.663880617|18.392|18.245|17.305|     ~|14.176|M3.5                  |  35|   0
991 |COUP 20                            |Em*|05 34 44.4110586733 -05 26 06.093893823|     ~|20.316|19.172|17.29 |14.807|M5                    |  34|   0
992 |V* V2023 Ori                       |Or*|05 34 46.39128 -05 24 31.8528          |18.063|16.398|15.330|14.60 |12.952|M0                    |  49|   0
993 |JW 98                              |Y*O|05 34 48.7703092216 -05 19 07.310787497|     ~|19.213|17.926|     ~|14.308|M4                    |  33|   0
994 |V* V2044 Ori                       |Or*|05 34 49.0731262943 -05 26 26.567999742|18.164|18.685|17.907|16.59 |14.779|M3e                   |  32|   0
995 |V* V2045 Ori                       |Or*|05 34 49.5676694160 -05 29 03.330543884|17.236|17.434|16.621|15.43 |13.714|M1.5e                 |  35|   0
996 |JW 117                             |Y*O|05 34 50.7320977213 -05 27 01.029490308|17.019|16.546|15.479|14.69 |12.965|M0e                   |  37|   0
997 |V* V2064 Ori                       |Or*|05 34 52.0176465469 -05 24 18.763801666|19.358|18.744|17.545|16.08 |14.190|M3.5                  |  36|   0
998 |2MASS J05345233-0530080            |Y*O|05 34 52.3397636927 -05 30 07.963592842|     ~|18.762|17.619|16.26 |14.279|M4.0e                 |  34|   0
999 |V* V1460 Ori                       |Or*|05 34 52.6532703817 -05 29 45.332669238|18.973|17.931|16.782|15.35 |13.505|M3e                   |  35|   0
1000|V* V1461 Ori                       |Or*|05 34 52.9201652512 -05 28 59.053947511|17.805|18.101|17.419|16.10 |14.433|M3.5e                 |  35|   0
1001|V* V1464 Ori                       |Or*|05 34 54.6474344507 -05 28 18.219133727|18.571|19.354|18.313|17.01 |15.154|M3e                   |  34|   0
1002|2MASS J05345483-0525125            |Y*O|05 34 54.8328751031 -05 25 12.487563413|19.775|20.069|19.442|17.22 |15.038|M3e                   |  30|   0
1003|V* V1466 Ori                       |Or*|05 34 55.9782078378 -05 31 13.043201007|18.935|17.253|16.093|14.80 |13.251|M2                    |  35|   0
1004|[MRD2012] 767                      |*  |05 34 56.7597453083 -05 26 37.221784391|     ~|19.648|18.438|16.76 |14.686|M5.5                  |  33|   0
1005|V* V1469 Ori                       |Or*|05 34 56.9333526679 -05 22 06.278133910|     ~|22.147|19.823|     ~|15.546|M3                    |  36|   0
1006|V* V1470 Ori                       |Or*|05 34 57.0116801021 -05 23 00.037178973|     ~|19.247|18.069|     ~|14.609|M4                    |  31|   0
1007|V* V1473 Ori                       |Or*|05 34 57.9251673304 -05 29 46.021689545|     ~|20.014|18.573|16.86 |14.874|M3                    |  32|   0
1008|2MASS J05345827-0525332            |Y*O|05 34 58.2748856229 -05 25 33.270041282|     ~|19.493|18.285|16.41 |14.118|M5                    |  32|   0
1009|V* V1477 Ori                       |Or*|05 34 59.6253790878 -05 25 39.995604661|18.695|17.458|16.369|14.94 |13.534|M2                    |  52|   0
1010|2MASS J05350160-0524101            |Y*O|05 35 01.6088721003 -05 24 10.169612506|     ~|20.141|18.960|16.88 |14.726|M5                    |  33|   1
1011|V* V405 Ori                        |Or*|05 35 03.5690151032 -05 29 26.042362731|18.273|17.369|16.268|15.03 |13.422|M3                    |  35|   0
1012|V* V1482 Ori                       |Or*|05 35 04.0666477177 -05 26 37.196305705|     ~|17.364|16.215|15.00 |13.453|M2                    |  43|   0
1013|V* V2145 Ori                       |Or*|05 35 04.8186214402 -05 22 38.741840817|     ~|18.755|17.662|     ~|14.245|M4.5                  |  37|   0
1014|V* V2150 Ori                       |Or*|05 35 05.3759128143 -05 24 10.558085935|     ~|18.906|17.604|15.15 |14.022|M0                    |  35|   0
1015|2MASS J05350642-0527048            |Y*O|05 35 06.4245779606 -05 27 04.797345677|     ~|21.353|19.819|16.93 |14.972|M4.7e                 |  34|   1
1016|V* V1275 Ori                       |Or*|05 35 07.8482358912 -05 29 17.514627360|     ~|19.590|18.263|16.68 |14.747|M5                    |  41|   0
1017|V* V2181 Ori                       |Or*|05 35 08.2990020928 -05 24 34.890950024|     ~|19.320|18.291|15.40 |14.444|M4.6e                 |  37|   0
1018|V* V2184 Ori                       |Or*|05 35 08.5329303785 -05 25 17.988782159|     ~|18.289|16.812|16.45 |13.675|M2                    |  36|   0
